TransactionID,CustomerID,Age,Gender,ItemPurchased,Category,PurchaseAmount_USD,Season,ReviewRating
1772,C0528,49,Male,AirPods 4,Earbuds,249,Summer,4.4
1773,C0927,18,Female,AirPods 4,Earbuds,249,Summer,4.4
1774,C0376,26,Female,AirPods 3,Earbuds,179,Spring,5
1775,C0305,19,Male,AirPods 4,Earbuds,249,Summer,4.6
1776,C0640,33,Female,AirPods 3,Earbuds,179,Fall,4.6
1777,C0643,24,Female,AirPods Pro 3,Earbuds,329,Winter,4.1
1778,C0664,37,Female,AirPods 4,Earbuds,249,Winter,4.9
1779,C0796,16,Female,AirPods Pro 3,Earbuds,329,Fall,4.1
1780,C0219,25,Female,AirPods 4,Earbuds,249,Fall,4.2
1781,C0150,16,Female,AirPods Pro 3,Earbuds,329,Winter,4
1782,C0356,30,Female,AirPods 4,Earbuds,249,Fall,4.9
1783,C0446,39,Male,AirPods Pro 3,Earbuds,329,Spring,4.5
1784,C0330,33,Female,AirPods Pro 3,Earbuds,329,Summer,4
1785,C0459,21,Male,AirPods 3,Earbuds,179,Winter,4.4
1786,C0980,55,Female,AirPods 4,Earbuds,249,Spring,5
1787,C0777,30,Female,AirPods 4,Earbuds,249,Spring,4.8
1788,C0405,33,Female,AirPods Pro 3,Earbuds,329,Fall,4.3
1789,C0626,47,Male,AirPods Pro 3,Earbuds,329,Summer,4.4
1790,C0943,46,Male,AirPods 4,Earbuds,249,Fall,1.6
1791,C0808,50,Male,AirPods 4,Earbuds,249,Spring,4.5
1792,C0326,45,Male,AirPods 4,Earbuds,249,Spring,4.6
1793,C0582,25,Male,AirPods 4,Earbuds,249,Summer,4.8
1794,C0030,49,Female,AirPods Pro 3,Earbuds,329,Fall,4.9
1795,C0604,43,Female,AirPods Max 2,Headphones,799,Summer,4.9
1796,C0826,55,Male,AirPods 3,Earbuds,179,Summer,4.1
1797,C0348,64,Male,AirPods Pro 3,Earbuds,329,Spring,4.3
1798,C0021,46,Female,AirPods Pro 3,Earbuds,329,Spring,4.6
1799,C0965,35,Male,AirPods 4,Earbuds,249,Spring,4.9
1800,C0200,17,Female,AirPods 3,Earbuds,179,Summer,4.9
1801,C0299,40,Female,AirPods Pro 3,Earbuds,329,Fall,4.8
1802,C0825,19,Female,AirPods Pro 3,Earbuds,329,Summer,4.3
1803,C0309,20,Female,AirPods Pro 3,Earbuds,329,Summer,4.6
1804,C0391,32,Female,AirPods 3,Earbuds,179,Summer,4.6
1805,C0543,21,Female,AirPods 4,Earbuds,249,Summer,4.9
1806,C0832,48,Male,AirPods 4,Earbuds,249,Fall,5
1807,C0160,47,Other,AirPods 4,Earbuds,249,Fall,4.9
1808,C0909,32,Male,AirPods Max 2,Headphones,799,Spring,4.4
1809,C0321,19,Female,AirPods 4,Earbuds,249,Winter,4.3
1810,C0540,29,Female,AirPods Pro 3,Earbuds,329,Summer,4
1811,C0425,50,Female,AirPods 4,Earbuds,249,Fall,4.5
1812,C0839,55,Male,AirPods 3,Earbuds,179,Winter,4.8
1813,C0428,36,Female,AirPods 4,Earbuds,249,Winter,4.4
1814,C0607,32,Male,AirPods 4,Earbuds,249,Winter,4.4
1815,C0174,23,Female,AirPods 4,Earbuds,249,Summer,4.5
1816,C0882,65,Non-binary,AirPods Pro 3,Earbuds,329,Fall,4.1
1817,C0042,43,Female,AirPods Pro 3,Earbuds,329,Winter,4.2
1818,C0655,32,Male,AirPods 3,Earbuds,179,Summer,4.3
1819,C0422,19,Female,AirPods Max 2,Headphones,799,Fall,4.7
1820,C0713,27,Non-binary,AirPods 3,Earbuds,179,Spring,4.1
1821,C0401,44,Male,AirPods 3,Earbuds,179,Winter,4.3
1822,C0566,33,Male,AirPods 4,Earbuds,249,Spring,4.5
1823,C0343,45,Male,AirPods 4,Earbuds,249,Summer,4.6
1824,C0135,41,Female,AirPods Pro 3,Earbuds,329,Winter,3.8
1825,C0990,18,Male,AirPods Pro 3,Earbuds,329,Summer,4.9
1826,C0443,28,Female,AirPods 4,Earbuds,249,Spring,4.3
1827,C0329,62,Female,AirPods Max 2,Headphones,799,Fall,4.5
1828,C0892,23,Male,AirPods 4,Earbuds,249,Winter,4.6
1829,C0854,23,Male,AirPods 4,Earbuds,249,Winter,4.6
1830,C0793,20,Male,AirPods Pro 3,Earbuds,329,Winter,4.6
1831,C0859,28,Female,AirPods 3,Earbuds,179,Spring,4.7
1832,C0020,38,Male,AirPods 4,Earbuds,249,Fall,4
1833,C0848,19,Male,AirPods 4,Earbuds,249,Fall,4.5
1834,C0525,27,Female,AirPods Pro 3,Earbuds,329,Fall,4.2
1835,C0155,23,Male,AirPods 4,Earbuds,249,Winter,4
1836,C0568,35,Female,AirPods 4,Earbuds,249,Fall,5
1837,C0355,29,Male,AirPods 3,Earbuds,179,Winter,4.6
1838,C0704,32,Male,AirPods Pro 3,Earbuds,329,Summer,4
1839,C0510,64,Female,AirPods 4,Earbuds,249,Spring,5
1840,C0937,51,Female,AirPods 3,Earbuds,179,Fall,4.6
1841,C0031,65,Male,AirPods 4,Earbuds,249,Fall,4.4
1842,C0702,52,Female,AirPods Pro 3,Earbuds,329,Summer,4.6
1843,C0765,45,Female,AirPods 4,Earbuds,249,Spring,4.2
1844,C0169,28,Female,AirPods Max 2,Headphones,799,Summer,4.5
1845,C0094,56,Female,AirPods Pro 3,Earbuds,329,Spring,4.5
1846,C0637,33,Male,AirPods Max 2,Headphones,799,Winter,4.9
1847,C0777,19,Male,AirPods 4,Earbuds,249,Spring,4.6
1848,C0861,56,Female,AirPods Pro 3,Earbuds,329,Fall,4.4
1849,C0308,43,Male,AirPods 4,Earbuds,249,Winter,4.8
1850,C0176,42,Male,AirPods Pro 3,Earbuds,329,Spring,4.9
1851,C0319,65,Male,AirPods Max 2,Headphones,799,Spring,4.4
1852,C0097,33,Male,AirPods Max 2,Headphones,799,Fall,4.4
1853,C0841,59,Female,AirPods 4,Earbuds,249,Fall,4.2
1854,C0663,50,Female,AirPods 3,Earbuds,179,Summer,4.7
1855,C0918,62,Female,AirPods 4,Earbuds,249,Spring,4.4
1856,C0823,59,Male,AirPods Max 2,Headphones,799,Summer,4.4
1857,C0617,24,Male,AirPods 3,Earbuds,179,Spring,4
1858,C0253,58,Female,AirPods Pro 3,Earbuds,329,Spring,4.8
1859,C0559,42,Male,AirPods Pro 3,Earbuds,329,Summer,4.8
1860,C0712,29,Female,AirPods 4,Earbuds,249,Summer,4.8
1861,C0417,65,Female,AirPods Max 2,Headphones,799,Fall,4.8
1862,C0169,39,Male,AirPods Max 2,Headphones,799,Winter,4.1
1863,C0729,51,Female,AirPods 4,Earbuds,249,Spring,4.8
1864,C0488,27,Male,AirPods 3,Earbuds,179,Fall,4.1
1865,C0728,32,Female,AirPods 3,Earbuds,179,Winter,4.8
1866,C0361,18,Male,AirPods Pro 3,Earbuds,329,Fall,4
1867,C0016,62,Non-binary,AirPods 3,Earbuds,179,Summer,4.5
1868,C0413,60,Female,AirPods 4,Earbuds,249,Spring,4.8
1869,C0748,36,Male,AirPods 3,Earbuds,179,Winter,4.7
1870,C0869,29,Male,AirPods 4,Earbuds,249,Winter,4.8
1871,C0815,27,Female,AirPods 3,Earbuds,179,Summer,4.4
1872,C0051,34,Female,AirPods 3,Earbuds,179,Summer,4.1
1873,C0303,38,Male,AirPods 3,Earbuds,179,Spring,4.9
1874,C0086,59,Female,AirPods Max 2,Headphones,799,Spring,4.3
1875,C0153,50,Non-binary,AirPods Pro 3,Earbuds,329,Winter,4.3
1876,C0469,53,Male,AirPods Pro 3,Earbuds,329,Fall,4.9
1877,C0332,35,Female,AirPods 3,Earbuds,179,Summer,4.9
1878,C0946,37,Male,AirPods Max 2,Headphones,799,Spring,4.1
1879,C0827,58,Female,AirPods Pro 3,Earbuds,329,Summer,4.6
1880,C0141,61,Male,AirPods Max 2,Headphones,799,Summer,4.8
1881,C0268,31,Male,AirPods 4,Earbuds,249,Spring,4.1
1882,C0933,60,Female,AirPods Pro 3,Earbuds,329,Winter,4.5
1883,C0642,63,Male,AirPods 3,Earbuds,179,Winter,4.7
1884,C0989,39,Non-binary,AirPods Pro 3,Earbuds,329,Winter,4.4
1885,C0845,31,Female,AirPods 4,Earbuds,249,Spring,4.2
1886,C0058,29,Male,AirPods 4,Earbuds,249,Summer,4
1887,C0063,64,Male,AirPods Pro 3,Earbuds,329,Fall,4.6
1888,C0558,26,Male,AirPods 4,Earbuds,249,Summer,4.7
1889,C0627,34,Female,AirPods Pro 3,Earbuds,329,Summer,4.1
1890,C0776,40,Female,AirPods 4,Earbuds,249,Fall,4.4
1891,C0710,18,Male,AirPods Max 2,Headphones,799,Winter,4.6
1892,C0740,20,Female,AirPods 4,Earbuds,249,Spring,4.3
1893,C0978,18,Male,AirPods Pro 3,Earbuds,329,Winter,4.9
1894,C0751,23,Female,AirPods 3,Earbuds,179,Winter,4.7
1895,C0714,18,Male,AirPods Pro 3,Earbuds,329,Winter,4.4
1896,C0041,39,Female,AirPods Pro 3,Earbuds,329,Winter,4.9
1897,C0909,24,Female,AirPods 4,Earbuds,249,Fall,5
1898,C0101,58,Male,AirPods Pro 3,Earbuds,329,Summer,4.5
1899,C0171,45,Female,AirPods Pro 3,Earbuds,329,Fall,4.9
1900,C0256,17,Female,AirPods 4,Earbuds,249,Spring,4.1
1901,C0324,47,Female,AirPods Pro 3,Earbuds,329,Winter,4.4
1902,C0165,35,Other,AirPods 4,Earbuds,249,Spring,4.5
1903,C0480,49,Female,AirPods Pro 3,Earbuds,329,Winter,4.4
1904,C0043,40,Female,AirPods Pro 3,Earbuds,329,Spring,4.3
1905,C0212,60,Male,AirPods 3,Earbuds,179,Winter,4.9
1906,C0348,19,Male,AirPods Pro 3,Earbuds,329,Fall,4.2
1907,C0981,45,Male,AirPods Pro 3,Earbuds,329,Fall,4.2
1908,C0555,29,Male,AirPods Pro 3,Earbuds,329,Summer,4.5
1909,C0423,62,Male,AirPods Pro 3,Earbuds,329,Summer,4.1
1910,C0317,30,Male,AirPods 4,Earbuds,249,Summer,2.2
1911,C0247,52,Male,AirPods Max 2,Headphones,799,Fall,4.6
1912,C0574,64,Male,AirPods 3,Earbuds,179,Summer,4.4
1913,C0508,29,Female,AirPods Pro 3,Earbuds,329,Fall,4.6
1914,C0797,62,Female,AirPods 4,Earbuds,249,Summer,4.7
1915,C0977,39,Male,AirPods Pro 3,Earbuds,329,Spring,4
1916,C0064,26,Female,AirPods Pro 3,Earbuds,329,Fall,4.6
1917,C0034,32,Female,AirPods 4,Earbuds,249,Spring,4.1
1918,C0478,42,Female,AirPods 4,Earbuds,249,Fall,4.5
1919,C0120,57,Female,AirPods Pro 3,Earbuds,329,Summer,4.7
1920,C0584,34,Male,AirPods 4,Earbuds,249,Spring,4.4
1921,C0476,47,Male,AirPods Pro 3,Earbuds,329,Summer,4.5
1922,C0980,35,Male,AirPods 4,Earbuds,249,Summer,4.9
1923,C0277,47,Male,AirPods 4,Earbuds,249,Summer,4.8
1924,C0447,39,Female,AirPods 4,Earbuds,249,Summer,4.2
1925,C0634,51,Male,AirPods 3,Earbuds,179,Summer,4.4
1926,C0980,33,Female,AirPods 3,Earbuds,179,Winter,4.5
1927,C0805,49,Male,AirPods Pro 3,Earbuds,329,Winter,4.5
1928,C0173,51,Male,AirPods Pro 3,Earbuds,329,Spring,4.3
1929,C0961,56,Male,AirPods Max 2,Headphones,799,Spring,4.8
1930,C0790,37,Male,AirPods 4,Earbuds,249,Spring,4.3
1931,C0202,25,Female,AirPods Pro 3,Earbuds,329,Summer,5
1932,C0549,33,Female,AirPods 3,Earbuds,179,Spring,4.7
1933,C0104,43,Male,AirPods 4,Earbuds,249,Winter,4.9
1934,C0912,33,Male,AirPods 4,Earbuds,249,Fall,4.1
1935,C0585,37,Male,AirPods Pro 3,Earbuds,329,Summer,4.4
1936,C0837,29,Male,AirPods 4,Earbuds,249,Fall,4.2
1937,C0128,65,Male,AirPods Pro 3,Earbuds,329,Summer,4.2
1938,C0767,19,Male,AirPods 4,Earbuds,249,Fall,4.9
1939,C0656,62,Male,AirPods Pro 3,Earbuds,329,Fall,5
1940,C0641,62,Female,AirPods Pro 3,Earbuds,329,Summer,4.4
1941,C0916,42,Male,AirPods Pro 3,Earbuds,329,Fall,4.8
1942,C0381,26,Female,AirPods 4,Earbuds,249,Summer,4.7
1943,C0866,58,Male,AirPods 3,Earbuds,179,Spring,4.5
1944,C0911,35,Female,AirPods 3,Earbuds,179,Winter,4.1
1945,C0170,60,Female,AirPods Max 2,Headphones,799,Spring,4.9
1946,C0407,53,Female,AirPods 4,Earbuds,249,Winter,4.7
1947,C0218,21,Male,AirPods Pro 3,Earbuds,329,Spring,4.7
1948,C0141,61,Other,AirPods 4,Earbuds,249,Spring,4.2
1949,C0379,36,Male,AirPods Pro 3,Earbuds,329,Winter,5
1950,C0085,31,Female,AirPods 4,Earbuds,249,Summer,4.4
1951,C0423,54,Male,AirPods Pro 3,Earbuds,329,Winter,4.8
1952,C0222,47,Male,AirPods 4,Earbuds,249,Winter,4.9
1953,C0250,64,Male,AirPods 4,Earbuds,249,Winter,4.4
1954,C0929,64,Female,AirPods Pro 3,Earbuds,329,Summer,4.4
1955,C0237,41,Female,AirPods Pro 3,Earbuds,329,Spring,4.9
1956,C0255,25,Male,AirPods Pro 3,Earbuds,329,Spring,4.9
1957,C0722,55,Female,AirPods 4,Earbuds,249,Spring,4.8
1958,C0259,30,Male,AirPods Max 2,Headphones,799,Winter,4.8
1959,C0638,46,Male,AirPods 3,Earbuds,179,Winter,4.1
1960,C0666,49,Male,AirPods 4,Earbuds,249,Summer,4.2
1961,C0742,55,Male,AirPods 3,Earbuds,179,Summer,4.7
1962,C0026,33,Non-binary,AirPods Pro 3,Earbuds,329,Spring,4.7
1963,C0064,53,Male,AirPods 4,Earbuds,249,Spring,4.5
1964,C0701,50,Female,AirPods 4,Earbuds,249,Summer,4.3
1965,C0916,21,Female,AirPods 4,Earbuds,249,Spring,4.9
1966,C0876,30,Male,AirPods 3,Earbuds,179,Winter,4.7
1967,C0472,44,Female,AirPods 4,Earbuds,249,Winter,4.2
1968,C0844,65,Female,AirPods Pro 3,Earbuds,329,Fall,5
1969,C0282,45,Non-binary,AirPods 4,Earbuds,249,Summer,4.8
1970,C0369,20,Male,AirPods 4,Earbuds,249,Fall,4.5
1971,C0721,50,Female,AirPods 4,Earbuds,249,Summer,4.7
1972,C0271,19,Female,AirPods 4,Earbuds,249,Summer,4.7
1973,C0912,50,Male,AirPods 4,Earbuds,249,Winter,4.7
1974,C0853,57,Female,AirPods 4,Earbuds,249,Spring,4.2
1975,C0255,45,Male,AirPods Pro 3,Earbuds,329,Fall,4.8
1976,C0293,41,Male,AirPods 3,Earbuds,179,Summer,4.1
1977,C0712,30,Female,AirPods 4,Earbuds,249,Spring,4.8
1978,C0047,51,Male,AirPods Pro 3,Earbuds,329,Winter,4.2
1979,C0802,46,Female,AirPods Pro 3,Earbuds,329,Fall,4.1
1980,C0204,53,Female,AirPods 3,Earbuds,179,Winter,4.5
1981,C0237,37,Female,AirPods Pro 3,Earbuds,329,Summer,4.4
1982,C0841,22,Female,AirPods Pro 3,Earbuds,329,Spring,4.4
1983,C0667,63,Male,AirPods 4,Earbuds,249,Spring,4.7
1984,C0453,22,Female,AirPods 4,Earbuds,249,Winter,4.1
1985,C0922,58,Male,AirPods 4,Earbuds,249,Fall,4.2
1986,C0345,61,Female,AirPods 3,Earbuds,179,Fall,4.3
1987,C0462,33,Female,AirPods 4,Earbuds,249,Summer,4.6
1988,C0558,58,Female,AirPods 3,Earbuds,179,Summer,4.3
1989,C0357,22,Male,AirPods 4,Earbuds,249,Spring,4.7
1990,C0176,57,Female,AirPods 3,Earbuds,179,Fall,4.9
1991,C0959,27,Non-binary,AirPods Pro 3,Earbuds,329,Fall,4.9
1992,C0385,63,Female,AirPods 4,Earbuds,249,Spring,5
1993,C0832,34,Male,AirPods Pro 3,Earbuds,329,Winter,4.1
1994,C0757,60,Male,AirPods Pro 3,Earbuds,329,Summer,4.9
1995,C0280,43,Male,AirPods 4,Earbuds,249,Summer,4.4
1996,C0753,46,Male,AirPods 4,Earbuds,249,Summer,1.8
1997,C0939,16,Non-binary,AirPods 3,Earbuds,179,Spring,4.1
1998,C0691,65,Female,AirPods Pro 3,Earbuds,329,Winter,4.2
1999,C0894,54,Female,AirPods Pro 3,Earbuds,329,Spring,4.6
2000,C0015,34,Male,AirPods Pro 3,Earbuds,329,Winter,4.3
